31,37,21,32,19,15,33,35,11,8,26,43,12,9,23,32,4,22,2,23,37,47,19,38,9,9,7,34,32,25,35,4,10,11,47,16,26,20,45,4,4,37,32,44,15,20,18,46,20,15,
20,18,46,20,15,4,14,27,9,7,25,23,6,2,9,4,30,13,9,38,22,27,8,22,40,3,4,43,38,24,14,20,42,1,45,35,17,12,26,46,44,33,49,20,16,46,35,24,42,11,
46,35,24,42,11,15,7,19,7,4,6,48,27,32,30,7,16,21,18,23,16,11,35,35,42,48,42,25,15,24,0,4,38,21,8,39,11,7,49,1,37,22,27,26,34,12,40,7,34,44,
12,40,7,34,44,36,43,36,49,15,19,21,1,0,21,38,22,34,46,3,49,3,7,2,3,39,40,20,27,22,19,8,40,1,0,3,40,5,33,6,30,38,17,36,3,33,32,11,7,36,
33,32,11,7,36,30,48,35,1,22,10,22,48,44,27,45,42,10,47,0,42,38,1,23,39,0,17,42,31,2,2,40,44,35,49,30,24,46,13,21,37,21,10,27,19,2,48,31,46,14,
2,48,31,46,14,35,27,9,35,39,15,19,33,48,32,38,2,45,27,8,47,32,30,26,44,27,18,20,13,33,30,18,46,12,5,4,8,45,17,0,48,47,43,37,3,48,49,30,1,34,
48,49,30,1,34,29,46,44,17,8,15,27,24,38,6,20,41,38,17,47,1,4,15,41,1,0,28,35,36,38,19,40,8,6,41,19,42,29,18,21,9,49,0,22,1,29,36,35,34,21,
29,36,35,34,21,19,39,6,22,15,30,48,13,37,41,36,18,22,40,12,42,49,16,6,26,21,9,14,42,4,15,35,37,44,42,23,35,20,13,46,29,20,23,35,11,10,22,9,30,3,
10,22,9,30,3,2,16,11,46,47,9,13,23,12,35,48,1,2,3,13,2,4,26,42,3,48,42,39,18,39,27,4,35,38,40,27,0,6,35,5,43,31,36,6,24,44,39,33,48,30,
44,39,33,48,30,4,3,38,41,0,21,31,2,32,23,43,48,29,48,43,36,48,13,10,43,30,10,42,5,28,1,41,32,47,46,35,7,2,43,41,28,47,32,35,21,45,17,9,23,32,
45,17,9,23,32,37,36,35,34,36,10,7,33,37,37,27,20,15,8,42,28,40,46,29,12,46,9,7,11,24,30,1,24,20,27,9,42,13,10,39,38,5,37,12,9,30,29,15,39,37,
30,29,15,39,37,24,26,4,4,45,26,46,5,47,9,22,49,46,38,39,15,14,48,6,26,44,48,37,39,2,9,26,3,8,37,48,24,15,33,44,42,17,18,9,39,0,23,15,48,2,
0,23,15,48,2,3,18,44,10,18,9,5,22,30,28,22,27,48,40,32,6,16,0,35,26,44,21,24,25,25,18,1,41,16,4,47,34,15,6,32,18,31,32,34,35,12,4,41,4,33,
12,4,41,4,33,23,21,30,2,15,48,39,8,7,1,45,32,29,34,33,14,43,21,20,31,22,17,26,17,44,2,29,16,4,35,0,21,28,34,45,7,2,46,33,35,30,8,37,10,24,
30,8,37,10,24,23,17,48,24,32,34,41,34,28,35,30,48,19,26,27,14,31,42,26,33,14,9,17,48,12,36,23,22,14,21,29,13,38,43,46,43,38,12,16,46,4,22,18,38,11,
4,22,18,38,11,10,38,22,41,6,3,40,20,20,11,18,27,1,2,49,43,14,25,9,33,12,48,43,4,45,27,21,4,30,36,12,1,30,44,19,39,12,4,24,9,26,19,0,28,14,
26,19,0,28,14,14,11,30,8,19,41,11,3,1,5,30,30,1,32,9,1,37,19,26,4,0,24,45,12,32,33,6,45,26,0,40,28,6,18,32,34,23,32,41,6,41,35,25,5,7,
41,35,25,5,7,14,12,29,30,41,16,5,18,19,0,37,7,13,4,41,13,27,12,25,35,25,42,11,32,21,12,4,36,6,1,40,27,45,32,26,28,45,4,6,39,17,49,40,17,13,
17,49,40,17,13,25,40,30,24,23,19,46,40,48,37,20,45,46,43,43,7,32,22,12,2,40,1,11,15,27,37,7,37,2,27,47,17,21,15,1,10,19,24,16,43,6,18,18,4,31,
6,18,18,4,31,32,44,37,19,16,26,21,32,22,11,22,17,13,27,38,31,20,28,14,1,19,25,11,10,18,0,43,49,32,8,35,16,37,38,2,26,44,44,6,39,16,8,13,31,6,
16,8,13,31,6,13,8,33,4,19,49,34,7,5,36,25,45,20,38,48,34,17,40,1,48,46,38,29,0,27,24,20,8,33,11,4,38,12,0,16,40,30,44,20,28,30,20,31,33,42,
30,20,31,33,42,0,8,0,31,47,8,30,28,25,28,15,34,12,46,31,37,39,2,21,44,3,6,5,48,7,43,41,49,33,38,21,46,27,11,2,4,24,13,31,9,20,25,27,34,6,
20,25,27,34,6,42,39,47,5,30,14,35,33,26,35,48,24,26,27,23,14,40,14,41,5,22,31,43,14,46,14,31,46,1,21,45,20,3,42,47,28,12,48,37,38,17,0,5,38,21,
17,0,5,38,21,13,15,25,25,18,47,15,31,30,49,33,46,40,6,43,2,18,28,48,9,0,33,38,26,13,28,20,47,39,1,36,33,40,8,16,28,25,24,45,36,10,0,40,0,41,
10,0,40,0,41,15,23,2,42,19,20,44,21,43,29,8,3,38,7,37,10,45,42,0,48,28,39,35,19,17,47,48,2,19,14,7,24,45,48,15,43,27,34,45,35,22,7,36,32,40,
22,7,36,32,40,18,9,8,9,21,28,4,14,48,30,4,6,10,29,0,33,36,15,25,23,38,43,33,4,18,17,34,25,49,5,2,42,40,40,34,16,37,14,35,6,48,1,39,2,19,
48,1,39,2,19,33,34,27,39,5,32,12,25,49,9,6,13,13,1,22,26,7,43,43,44,30,32,42,32,26,4,34,0,44,16,37,22,8,45,46,26,11,29,6,35,20,9,6,8,46,
20,9,6,8,46,0,9,32,5,20,48,2,20,46,41,41,14,20,2,10,46,0,19,38,5,41,37,42,2,20,42,1,5,5,27,7,49,11,24,44,39,3,15,13,22,37,17,46,48,14,
37,17,46,48,14,41,40,22,38,34,15,34,22,39,6,3,34,22,14,36,5,23,5,31,34,16,11,7,15,11,38,14,29,37,33,11,9,19,29,47,28,13,35,48,21,31,14,21,43,1,
31,14,21,43,1,29,24,36,37,6,11,22,23,48,43,42,7,18,7,4,26,12,2,13,34,21,35,11,14,16,26,46,23,14,9,45,48,7,44,15,15,3,16,2,35,24,4,22,30,16,
24,4,22,30,16,14,45,8,10,28,47,22,4,7,42,47,32,19,17,35,6,12,3,27,4,7,49,28,37,41,4,9,45,21,45,39,38,39,4,42,12,14,37,45,5,28,20,49,38,12,
28,20,49,38,12,35,16,35,7,18,29,17,28,27,43,1,4,31,45,34,9,2,41,45,18,29,12,22,36,31,3,22,16,24,2,26,23,28,25,44,37,32,19,4,33,46,40,10,3,42,
46,40,10,3,42,43,45,21,48,25,16,35,47,20,49,14,49,25,24,23,24,4,23,45,42,38,29,49,21,46,22,22,11,14,6,46,28,38,40,2,5,15,19,10,5,40,1,21,7,40,
40,1,21,7,40,38,12,5,28,5,27,34,21,33,40,40,47,16,10,9,43,26,44,28,12,49,22,26,1,49,2,35,49,43,15,30,27,49,3,30,42,35,35,18,45,14,38,14,7,34,
